pl_hostname,pl_letter,hd_name,hip_name,ra,dec
KIC 9663113,b,,,297.045421,46.328701
KIC 10525077,b,,,287.378077,47.771187
KIC 5437945,b,,,288.474857,40.651357
K2-25,b,,,63.273432,15.247763
HD 32963,b,HD 32963,HIP 23884,76.982353,26.327963
TYC 3667-1280-1,b,,,12.887344,58.426167
Kepler-818,b,,,296.235105,39.370343
Kepler-819,b,,,295.370797,39.177218
Kepler-820,b,,,291.020145,39.220678
Kepler-821,b,,,285.617437,39.379530
Kepler-822,b,,,292.276118,39.550179
Kepler-823,b,,,284.582577,39.220204
Kepler-824,b,,,290.477412,39.732009
Kepler-825,b,,,294.769908,39.398514
Kepler-825,c,,,294.769908,39.398514
Kepler-826,b,,,284.860139,39.240548
Kepler-827,b,,,294.966046,42.708569
Kepler-828,b,,,286.887275,42.471256
Kepler-829,b,,,282.332793,42.463825
Kepler-830,b,,,295.054286,42.756847
Kepler-831,b,,,294.985491,42.727669
Kepler-832,b,,,295.926094,45.383862
Kepler-833,b,,,290.479954,45.600700
Kepler-834,b,,,287.054516,45.180374
Kepler-835,b,,,283.574233,45.734802
Kepler-836,b,,,287.452778,45.704399
Kepler-837,b,,,285.246670,45.950195
Kepler-838,b,,,285.435512,45.976021
Kepler-839,b,,,291.074676,45.242584
Kepler-1081,b,,,289.444520,41.317757
Kepler-1082,b,,,289.358672,50.598484
Kepler-1083,b,,,283.161951,45.198315
Kepler-1084,b,,,290.101971,48.251137
Kepler-1085,b,,,287.477648,46.141186
Kepler-1086,b,,,295.251155,45.842972
Kepler-1086,c,,,295.251155,45.842972
Kepler-1087,b,,,294.978825,46.005653
Kepler-1088,b,,,281.561453,42.450504
Kepler-1089,b,,,291.092742,49.190059
Kepler-1090,b,,,295.662872,44.525845
Kepler-1091,b,,,299.785465,43.670753
Kepler-1092,b,,,297.723140,47.112659
Kepler-1093,b,,,284.978013,41.420166
Kepler-1093,c,,,284.978013,41.420166
Kepler-1094,b,,,292.301253,38.267041
Kepler-1095,b,,,293.262447,41.365114
Kepler-1096,b,,,294.709380,45.969501
Kepler-1097,b,,,281.594148,42.596416
Kepler-1098,b,,,295.502705,43.232796
Kepler-1099,b,,,288.749962,48.277176
Kepler-1100,b,,,291.871356,44.087376
Kepler-1101,b,,,294.569379,45.671257
Kepler-1102,b,,,281.322565,48.066505
Kepler-1103,b,,,287.382090,49.452396
Kepler-1104,b,,,294.468554,49.331024
Kepler-1105,b,,,281.111771,42.454931
Kepler-1106,b,,,291.145201,44.062546
Kepler-1107,b,,,291.049927,39.141674
Kepler-1108,b,,,296.042339,45.985146
CoRoT-9,b,,,280.786712,6.204172
CoRoT-10,b,,,291.063708,0.746143
CoRoT-12,b,,,100.765677,-1.296439
CoRoT-13,b,,,102.721137,-5.086445
CoRoT-14,b,,,103.424211,-5.536037
CoRoT-16,b,,,278.524691,-6.002595
CoRoT-18,b,,,98.172410,-0.031586
CoRoT-19,b,,,97.033582,-0.170681
CoRoT-22,b,,,280.667115,6.219136
CoRoT-23,b,,,279.782615,4.357806
CoRoT-24,c,,,101.922547,-3.719301
CoRoT-25,b,,,280.629662,6.513829
CoRoT-27,b,,,278.495813,5.538462
CoRoT-28,b,,,278.688338,5.573730
CoRoT-29,b,,,278.902103,6.479651
GJ 86,b,HD 13445,HIP 10138,32.608059,-50.823723
HAT-P-19,b,,,9.516742,34.711575
HAT-P-21,b,,,171.274955,41.027954
HAT-P-22,b,HD 233731,,155.681719,50.128345
HAT-P-23,b,,,306.123854,16.762152
HAT-P-24,b,,,108.825058,14.262599
HAT-P-25,b,,,48.435419,25.197405
HAT-P-26,b,,,213.156383,4.059997
HAT-P-27,b,,,222.767436,5.947368
HAT-P-28,b,,,13.000766,34.728413
HAT-P-29,b,,,33.131142,51.778759
HD 132563,b,HD 132563,HIP 73261 A,224.589661,44.043148
HD 131664,b,HD 131664,HIP 73408,225.025314,-73.535339
HD 134987,b,HD 134987,HIP 74500,228.369446,-25.309347
HD 136418,b,HD 136418,HIP 74961,229.775757,41.733208
HD 137388 A,b,HD 137388 A,HIP 76351,233.916367,-80.204590
HD 141937,b,HD 141937,HIP 77740,238.073120,-18.436066
HD 142245,b,HD 142245,HIP 77783,238.234497,15.430708
HD 145457,b,HD 145457,HIP 79219,242.516312,26.742750
HD 142022 A,b,HD 142022 A,HIP 79242,242.562592,-84.231613
HD 145377,b,HD 145377,HIP 79346,242.901855,-27.078173
HD 147018,b,HD 147018,HIP 80250,245.750610,-61.688763
HD 147513,b,HD 147513,HIP 80337,246.005371,-39.192982
HD 148156,b,HD 148156,HIP 80680,247.072006,-46.317623
HD 149026,b,HD 149026,HIP 80838,247.623413,38.347309
HD 149143,b,HD 149143,HIP 81022,248.212708,2.084832
HD 150706,b,HD 150706,HIP 80902,247.823273,79.789772
HD 152581,b,HD 152581,HIP 82651,253.431595,11.973746
HD 153950,b,HD 153950,HIP 83547,256.128632,-43.309769
HD 154672,b,HD 154672,HIP 83983,257.520477,-56.449268
HD 154857,b,HD 154857,HIP 84069,257.815521,-56.680798
HD 155358,b,HD 155358,HIP 83949,257.394226,33.355854
HD 155358,c,HD 155358,HIP 83949,257.394226,33.355854
HD 156411,b,HD 156411,HIP 84787,259.964172,-48.549320
HD 156668,b,HD 156668,HIP 84607,259.418701,29.227226
HD 156846,b,HD 156846,HIP 84856,260.142944,-19.333746
Kepler-840,b,,,296.507394,49.457291
Kepler-841,b,,,284.251306,48.809612
Kepler-842,b,,,292.328581,49.653538
Kepler-843,b,,,296.321994,48.971478
Kepler-844,b,,,287.857729,48.774113
Kepler-845,b,,,290.957565,49.203812
Kepler-846,b,,,287.057016,49.046021
Kepler-847,b,,,283.504798,49.451015
Kepler-848,b,,,293.288273,48.811619
Kepler-849,b,,,290.851779,48.521339
Kepler-850,b,,,293.084462,48.575390
Kepler-851,b,,,294.680286,49.140160
Kepler-852,b,,,297.391593,48.560692
Kepler-853,b,,,283.936824,49.110325
Kepler-854,b,,,293.351293,43.134640
Kepler-855,b,,,295.094990,43.537586
Kepler-856,b,,,289.603836,46.314953
Kepler-857,b,,,294.632389,43.400467
Kepler-858,b,,,288.848631,51.209049
Kepler-859,b,,,286.741873,43.190108
Kepler-860,b,,,295.577265,46.254742
Kepler-861,b,,,292.353929,46.226280
Kepler-862,b,,,297.779266,46.492741
Kepler-863,b,,,297.664523,43.248962
Kepler-864,b,,,285.057092,46.320675
Kepler-865,b,,,297.724283,43.527435
Kepler-866,b,,,290.122337,43.085560
Kepler-867,b,,,287.285313,51.249981
Kepler-868,b,,,282.363512,46.675240
Kepler-869,b,,,289.424591,50.994122
Kepler-870,b,,,295.402544,50.478634
Kepler-1109,b,,,291.646244,39.396624
Kepler-1110,b,,,291.808022,38.622703
Kepler-214,b,,,284.754851,44.956032
Kepler-214,c,,,284.754851,44.956032
Kepler-215,b,,,294.973509,45.213688
Kepler-215,c,,,294.973509,45.213688
Kepler-215,d,,,294.973509,45.213688
Kepler-215,e,,,294.973509,45.213688
Kepler-216,b,,,293.728072,46.129154
Kepler-216,c,,,293.728072,46.129154
Kepler-217,b,,,293.037744,46.277508
Kepler-217,c,,,293.037744,46.277508
Kepler-218,b,,,295.412811,46.266472
Kepler-218,c,,,295.412811,46.266472
Kepler-219,b,,,288.738980,46.762558
Kepler-219,c,,,288.738980,46.762558
Kepler-219,d,,,288.738980,46.762558
Kepler-220,b,,,291.506237,46.895779
Kepler-220,c,,,291.506237,46.895779
Kepler-220,d,,,291.506237,46.895779
Kepler-220,e,,,291.506237,46.895779
Kepler-221,c,,,296.654765,46.835270
Kepler-221,d,,,296.654765,46.835270
Kepler-221,e,,,296.654765,46.835270
Kepler-222,b,,,287.906100,46.937767
HAT-P-30,b,,,123.949894,5.836719
HAT-P-31,b,,,271.537705,26.426662
HAT-P-32,b,,,31.042848,46.687836
HAT-P-33,b,,,113.184212,33.835052
HAT-P-34,b,HD 351766,,303.195342,18.104868
Kepler-115,b,,,297.711849,45.261925
Kepler-115,c,,,297.711849,45.261925
Kepler-116,b,,,294.742070,43.536835
Kepler-117,b,,,288.793037,48.040234
Kepler-117,c,,,288.793037,48.040234
Kepler-118,b,,,299.213164,41.424824
Kepler-118,c,,,299.213164,41.424824
Kepler-119,c,,,295.946421,42.658924
Kepler-120,b,,,287.891632,39.339124
Kepler-120,c,,,287.891632,39.339124
Kepler-121,c,,,286.162064,39.677995
Kepler-122,b,,,291.111883,39.949104
Kepler-122,c,,,291.111883,39.949104
Kepler-122,e,,,291.111883,39.949104
Kepler-122,f,,,291.111883,39.949104
Kepler-123,b,,,296.998621,42.781956
Kepler-123,c,,,296.998621,42.781956
Kepler-124,c,,,286.752797,49.064911
Kepler-124,d,,,286.752797,49.064911
Kepler-125,b,,,298.258123,47.604946
Kepler-126,b,,,289.347291,44.208553
HD 159243,b,HD 159243,HIP 85911,263.339783,5.700733
HD 159243,c,HD 159243,HIP 85911,263.339783,5.700733
HD 159868,c,HD 159868,HIP 86375,264.748016,-43.145515
HD 160691,b,HD 160691,HIP 86796,266.036255,-51.834053
HD 160691,d,HD 160691,HIP 86796,266.036255,-51.834053
HD 160691,e,HD 160691,HIP 86796,266.036255,-51.834053
HD 162020,b,HD 162020,HIP 87330,267.659821,-40.318348
HD 163607,c,HD 163607,HIP 87601,268.418732,56.391956
HD 164509,b,HD 164509,HIP 88268,270.380127,0.104556
HD 164922,b,HD 164922,HIP 88348,270.628601,26.313002
HD 166724,b,HD 166724,HIP 89354,273.498657,-42.575375
HD 168443,b,HD 168443,HIP 89844,275.016388,-9.595722
HD 168443,c,HD 168443,HIP 89844,275.016388,-9.595722
HD 168746,b,HD 168746,HIP 90004,275.457428,-11.922684
HD 169830,c,HD 169830,HIP 90485,276.956177,-29.816866
HD 170469,b,HD 170469,HIP 90593,277.295746,11.695502
HD 171238,b,HD 171238,HIP 91085,278.681976,-28.072313
HD 173416,b,HD 173416,HIP 91852,280.900452,36.556606
HD 175167,b,HD 175167,HIP 93281,285.003479,-69.944244
HD 177830,b,HD 177830 A,HIP 93746,286.336548,25.920660
HD 177830,c,HD 177830 A,HIP 93746,286.336548,25.920660
HD 179079,b,HD 179079,HIP 94256,287.790955,-2.638385
HD 179949,b,HD 179949,HIP 94645,288.888458,-24.179352
HD 180314,b,HD 180314,HIP 94576,288.709198,31.860350
HD 181342,b,HD 181342,HIP 95124,290.267639,-23.619572
Kepler-871,b,,,294.527110,43.368160
Kepler-872,b,,,295.417461,43.605640
Kepler-873,b,,,296.403212,51.271339
Kepler-874,b,,,294.956860,43.014328
Kepler-875,b,,,297.301300,43.141888
Kepler-876,b,,,283.478199,43.383781
Kepler-877,b,,,289.859129,46.522667
Kepler-878,b,,,285.296197,46.603439
Kepler-879,b,,,295.806573,50.909798
Kepler-880,b,,,281.971245,43.672771
Kepler-881,b,,,288.992588,46.670753
Kepler-882,b,,,294.649885,43.335587
Kepler-883,b,,,286.433673,50.300327
Kepler-884,b,,,292.584443,49.923161
HATS-13,b,,,316.961465,-26.096655
HATS-14,b,,,313.215479,-25.687334
OGLE 2012-BLG-0563L,b,,,271.490500,-27.712000
HD 95872,b,HD 95872,,165.867114,-22.093977
psi Dra B,b,HD 162004,HIP 86620,265.492096,72.156914
HD 5583,b,HD 5583,,14.486255,34.985561
BD+15 2375,b,,,176.482174,14.616381
K2-29,b,,,62.670647,24.402043
MOA 2011-BLG-028L,b,,,270.854000,-29.213417
KELT-10,b,,,284.548373,-47.003242
OGLE 2012-BLG-0724L,b,,,268.968292,-29.818528
Kepler-885,b,,,288.661559,49.737206
Kepler-886,b,,,286.271745,43.595234
Kepler-887,b,,,290.090807,39.816989
Kepler-887,c,,,290.090807,39.816989
Kepler-888,b,,,295.521206,49.738632
